EL PROGRESO,GUASTATOYA,Alcalde,P P,SAUL BELTETON HERRERA,SAUL,,BELTETON,HERRERA,
EL PROGRESO,GUASTATOYA,Síndico  I,P P,BYRON MARTIN LIMA MARROQUIN,BYRON,MARTIN,LIMA,MARROQUIN,
EL PROGRESO,GUASTATOYA,Síndico  II,P P,ROSALIO MORAN BARRIENTOS,ROSALIO,,MORAN,BARRIENTOS,
EL PROGRESO,GUASTATOYA,Síndico Suplente,VACANTE,VACANTE,,,,,
EL PROGRESO,GUASTATOYA,Concejal I,P P,JORGE MARIO VELIZ ESTRADA,JORGE,MARIO,VELIZ,ESTRADA,
EL PROGRESO,GUASTATOYA,Concejal II,P P,EDWING OSVALDO LOPEZ GARCIA,EDWING,OSVALDO,LOPEZ,GARCIA,
EL PROGRESO,GUASTATOYA,Concejal III,GANA,OSCAR GIOVANNI RODRIGUEZ CALDERON,OSCAR,GIOVANNI,RODRIGUEZ,CALDERON,
EL PROGRESO,GUASTATOYA,Concejal IV,UNE,AROLDO ARCHILA ORELLANA,AROLDO,,ARCHILA,ORELLANA,
EL PROGRESO,GUASTATOYA,Concejal Suplente I,P P,HERSON  BENJAMIN DE LEON ORTIZ,HERSON,BENJAMIN,DE LEON,ORTIZ,
EL PROGRESO,GUASTATOYA,Concejal Suplente II,GANA,NORMA MARIELA MONROY MOSCOSO,NORMA,MARIELA,MONROY,MOSCOSO,
EL PROGRESO,MORAZAN,Alcalde,P P,MIGUEL ANGEL ARRIAZA MORALES,MIGUEL,ANGEL,ARRIAZA,MORALES,
EL PROGRESO,MORAZAN,Síndico  I,P P,ROMEO AROCHE MORAN,ROMEO,,AROCHE,MORAN,
EL PROGRESO,MORAZAN,Síndico  II,P P,ELISANDRO  VELASQUEZ PORTILLO,ELISANDRO,,VELASQUEZ,PORTILLO,
EL PROGRESO,MORAZAN,Síndico Suplente,VACANTE,VACANTE,,,,,
EL PROGRESO,MORAZAN,Concejal I,P P,DANIEL PINEDA ARAGON,DANIEL,,PINEDA,ARAGON,
EL PROGRESO,MORAZAN,Concejal II,P P,ROGELIO TURCIOS MORALES,ROGELIO,,TURCIOS,MORALES,
EL PROGRESO,MORAZAN,Concejal III,GANA,MARCO TULIO ARRIAZA CORDOVA,MARCO,TULIO,ARRIAZA,CORDOVA,
EL PROGRESO,MORAZAN,Concejal IV,GANA,ANGEL MARIO GAMARRO ARAGON,ANGEL,MARIO,GAMARRO,ARAGON,
EL PROGRESO,MORAZAN,Concejal Suplente I,P P,MEDARDO GARCIA  Y GARCIA,MEDARDO,,GARCIA Y GARCIA,,
EL PROGRESO,MORAZAN,Concejal Suplente II,GANA,LIDIA ANGELICA GARCIA GARCIA,LIDIA,ANGELICA,GARCIA,GARCIA,
